"game_str","play_id","ADVANCED_2","safe_prob","inning","gameState","currentBase","BR2NextBase","adj_baserunning_speed","ball2Base"
"1902_04_TeamML_TeamB",252,0,0.117407985031605,8,"011",2,95.4950812489309,20.91500170281,221.074838434013
"1902_04_TeamML_TeamB",278,0,0.042002409696579,9,"100",1,90.479517169722,23.5512913231124,208.492127696052
"1902_04_TeamML_TeamB",279,1,0.0599857717752457,9,"110",1,95.6242804731934,24.6631818294336,147.362600907931
"1902_04_TeamML_TeamB",279,0,0.888193845748901,9,"110",2,128.436569421333,23.5512913231124,232.908799718538
"1902_04_TeamML_TeamB",287,0,0.305149912834167,9,"110",1,93.0592191294526,21.0952978803938,269.638809972766
"1902_04_TeamML_TeamB",287,0,0.849166810512543,9,"110",2,132.764321724982,24.6631818294336,266.392307298559
"1902_04_TeamML_TeamB",292,0,0.0634769350290298,9,"111",1,93.7217074141436,23.0381744714541,231.529029832871
"1902_04_TeamML_TeamB",292,0,0.263431906700134,9,"111",2,111.437501257676,21.0952978803938,238.032669176691
"1902_04_TeamML_TeamB",299,0,0.115952156484127,9,"111",1,174.604473011855,20.91500170281,268.595274021225
"1902_04_TeamML_TeamB",299,0,0.0750278010964394,9,"111",2,174.24631138636,19.067266234769,288.867513039456
"1902_05_TeamML_TeamB",10,1,0.301381528377533,1,"100",1,157.751749795977,21.0952978803938,295.048799056247
"1902_05_TeamML_TeamB",12,0,0.0531074218451977,1,"011",2,92.9948731931085,23.0381744714541,202.138666113141
"1902_05_TeamML_TeamB",14,0,0.0619645789265633,1,"101",1,175.415562703846,19.067266234769,246.278386872906
"1902_05_TeamML_TeamB",45,0,0.317973703145981,1,"111",1,161.840912763492,24.7556640739679,180.358427410633
"1902_05_TeamML_TeamB",45,0,0.109550707042217,1,"111",2,103.523780090408,25.2484830633829,201.030801748513
"1902_05_TeamML_TeamB",46,0,0.109550707042217,1,"111",1,98.9544492002033,23.0100547771701,201.633492938515
"1902_05_TeamML_TeamB",46,0,0.109550707042217,1,"111",2,103.240460689838,24.7556640739679,200.423082659483
"1902_05_TeamML_TeamB",49,0,0.0979387015104294,1,"111",1,97.7009651279045,25.880549788447,160.464869647628
"1902_05_TeamML_TeamB",49,0,0.0568460822105408,1,"111",2,96.1181009089379,23.0100547771701,240.079854062456
"1902_05_TeamML_TeamB",81,0,0.123732671141624,2,"100",1,102.524918440853,24.0978296477057,122.764531696116
"1902_05_TeamML_TeamB",83,0,0.517117023468018,2,"110",2,151.24537916055,24.0978296477057,320.975224714463
"1902_05_TeamML_TeamB",105,0,0.0455592721700668,3,"100",1,95.505101426631,20.91500170281,204.778377450362
"1902_05_TeamML_TeamB",183,0,0.0710604786872864,5,"100",1,91.5344266484276,22.0294972578329,225.018859930292
"1902_05_TeamML_TeamB",186,1,0.543431103229523,5,"110",2,161.050289954719,21.2216776405558,354.729485171391
"1902_05_TeamML_TeamB",209,0,0.305910915136337,5,"100",1,155.543262061195,23.0100547771701,178.074791480063
"1902_05_TeamML_TeamB",235,0,0.512231588363647,6,"100",1,150.537666349107,23.9302123664189,208.736539631737
"1902_06_TeamML_TeamB",99,1,0.8090900182724,4,"110",1,185.38916956481,23.8132079130804,245.613744357869
"1902_06_TeamML_TeamB",104,0,0.0971092507243156,4,"011",2,97.8197363068197,25.2484830633829,200.424007917839
"1902_06_TeamML_TeamB",148,1,0.80485987663269,5,"101",1,122.057170883662,24.7556640739679,229.924797734818
"1902_06_TeamML_TeamB",167,0,0.0530106350779533,6,"100",1,107.791645857117,21.0952978803938,188.87028911368
"1902_06_TeamML_TeamB",170,0,0.0617596954107285,6,"110",1,95.6745961458668,21.0952978803938,190.33425445351
"1902_06_TeamML_TeamB",213,0,0.326791852712631,7,"100",1,158.808472711697,23.5512913231124,214.716751935414
"1902_06_TeamML_TeamB",247,1,0.173576265573502,8,"100",1,125.2800761882,27.5191666879981,293.549687351176
"1902_06_TeamML_TeamB",265,1,0.133781313896179,8,"110",1,102.827828420129,25.2484830633829,132.788543698716
"1902_06_TeamML_TeamB",266,0,0.0559876374900341,8,"101",1,95.7069473339255,25.880549788447,190.172106736934
"1902_07_TeamMJ_TeamB",21,0,0.0586253218352795,1,"100",1,93.9772627912011,24.0978296477057,239.011149718686
"1902_07_TeamMJ_TeamB",26,0,0.0464380197227001,1,"101",1,90.6667991106322,23.8132079130804,158.528946271273
"1902_07_TeamMJ_TeamB",43,1,0.848390161991119,2,"010",2,131.514211072379,23.9691142411669,340.713461116522
"1902_07_TeamMJ_TeamB",106,1,0.453615993261337,4,"100",1,147.562704143945,20.019303156654,292.362552605614
"1902_07_TeamMJ_TeamB",140,0,0.0802795216441154,5,"100",1,97.3781543446154,21.9795087059068,130.32218581284
"1902_07_TeamMJ_TeamB",145,0,0.349777579307556,5,"110",1,146.204580641264,24.8910749938063,210.923882449139
"1902_07_TeamMJ_TeamB",145,0,0.139673992991447,5,"110",2,174.561996787895,21.9795087059068,285.497139998862
"1902_07_TeamMJ_TeamB",162,1,0.793499350547791,5,"010",2,188.293005548717,23.0100547771701,318.889232435104
"1902_07_TeamMJ_TeamB",208,1,0.828828990459442,7,"110",1,135.244668321633,24.8910749938063,200.321152140809
"1902_07_TeamMJ_TeamB",208,1,0.647772669792175,7,"110",2,141.740415504485,21.9795087059068,240.544700259827
"1902_07_TeamMJ_TeamB",223,0,0.200249090790749,7,"111",1,160.711112501234,20.019303156654,201.090166654591
"1902_07_TeamMJ_TeamB",223,0,0.221584886312485,7,"111",2,177.184062068908,23.9691142411669,254.974188845055
"1902_07_TeamMJ_TeamB",282,1,0.401523649692535,9,"011",2,154.077117489159,24.6883128703892,263.333464233017
"1902_08_TeamMJ_TeamB",106,0,0.153090834617615,3,"010",2,165.586487168125,24.0978296477057,314.933862096356
"1902_08_TeamMJ_TeamB",155,0,0.0346477366983891,5,"100",1,92.9177463830117,24.8910749938063,211.756928816265
"1902_08_TeamMJ_TeamB",205,1,0.669472277164459,6,"100",1,124.945625603656,25.880549788447,248.378141550207
"1902_08_TeamMJ_TeamB",241,1,0.695732831954956,8,"100",1,133.407899982642,20.6926015244904,238.104535088938
"1902_08_TeamMJ_TeamB",250,1,0.709943115711212,8,"101",1,138.979882076313,21.9795087059068,320.003337925731
"1902_08_TeamMJ_TeamB",351,1,0.133781313896179,11,"110",1,97.0347374838456,24.6883128703892,148.353390220788
"1902_08_TeamMJ_TeamB",386,0,0.262536019086838,12,"111",1,180.457894949652,24.9345186294213,282.369871114828
"1902_09_TeamMJ_TeamB",37,0,0.201881125569344,2,"100",1,166.563530219312,20.019303156654,238.500046119286
"1902_09_TeamMJ_TeamB",42,0,0.0912723317742348,2,"100",1,92.1576791173421,20.019303156654,192.823146808198
"1902_09_TeamMJ_TeamB",75,0,0.138360843062401,3,"010",2,94.8038658108581,22.6459863061327,215.676323361884
"1902_09_TeamMJ_TeamB",106,0,0.0462824478745461,4,"100",1,92.2465302077288,20.6926015244904,152.726665382891
"1902_09_TeamMJ_TeamB",137,0,0.653969883918762,4,"111",1,172.116194857873,25.880549788447,195.013762906334
"1902_09_TeamMJ_TeamB",137,0,0.200204446911812,4,"111",2,169.861325372175,25.2484830633829,284.982025717623
"1902_09_TeamMJ_TeamB",141,0,0.0688846930861473,4,"110",1,99.1113887421562,25.880549788447,207.516479448199
"1902_09_TeamMJ_TeamB",141,1,0.710465371608734,4,"110",2,121.858529053349,25.2484830633829,229.353348041684
"1902_09_TeamMJ_TeamB",142,1,0.432646989822388,4,"110",1,169.693825657644,26.3033847994473,226.297733408778
"1902_09_TeamMJ_TeamB",142,1,0.31783327460289,4,"110",2,168.361262244378,25.880549788447,316.188956318718
"1902_09_TeamMJ_TeamB",197,0,0.303073704242706,6,"011",2,111.6282357789,23.0100547771701,210.007335259748
"1902_09_TeamMJ_TeamB",212,0,0.0330920480191708,7,"100",1,96.7223433495867,22.6459863061327,184.452732503528
"1902_10_TeamMI_TeamA3",9,0,0.038103673607111,1,"100",1,92.1594983438896,24.7092959649646,176.518985168545
"1902_10_TeamMI_TeamA3",12,0,0.272783666849136,1,"110",1,161.628468426596,23.9553539990557,289.96150196182
"1902_10_TeamMI_TeamA3",12,0,0.315155297517776,1,"110",2,165.657911887089,24.7092959649646,352.393490515378
"1902_10_TeamMI_TeamA3",86,0,0.548611521720886,1,"101",1,140.35799940409,25.8999812456203,285.722032773251
"1902_10_TeamMI_TeamA3",147,1,0.558280944824219,5,"110",1,155.341446582942,25.8999812456203,153.230508226552
"1902_10_TeamMI_TeamA3",147,1,0.314361482858658,5,"110",2,161.347789138216,25.4985828644594,242.804498298549
"1902_11_TeamMI_TeamA3",17,0,0.242769286036491,1,"100",1,168.743361694639,21.7799100390994,325.937512934693
"1902_11_TeamMI_TeamA3",26,0,0.121564470231533,1,"010",2,174.02555113841,21.7799100390994,327.643325985148
"1902_11_TeamMI_TeamA3",67,1,0.75321888923645,2,"011",2,118.747000078405,28.1733142152992,370.677561475267
"1902_11_TeamMI_TeamA3",123,1,0.581530332565308,4,"100",1,139.267609943799,23.654598271098,184.746534260314
"1902_11_TeamMI_TeamA3",209,0,0.222725480794907,6,"010",2,110.465725086098,21.6509879401377,269.956430818527
"1902_11_TeamMI_TeamA3",211,0,0.234410017728806,6,"101",1,160.713098963087,22.9920688981568,288.001724404337
"1902_11_TeamMI_TeamA3",228,0,0.241095930337906,7,"110",1,151.345446257516,14.9274595378152,176.547225114777
"1902_11_TeamMI_TeamA3",228,0,0.157656982541084,7,"110",2,171.631599288854,25.3454232087189,254.668440382903
"1902_11_TeamMI_TeamA3",287,0,0.208179399371147,8,"110",1,163.851004860179,23.5452295124492,222.78119627654
"1902_11_TeamMI_TeamA3",287,0,0.124099791049957,8,"110",2,169.716478757588,21.3527811410884,275.337118710609
"1902_12_TeamMI_TeamA3",45,1,0.504492342472076,2,"100",1,137.289387456654,22.9915836343078,187.000091718964
"1902_12_TeamMI_TeamA3",49,0,0.104516945779324,2,"101",1,97.6497419350667,21.7799100390994,162.645173199731
"1902_12_TeamMI_TeamA3",85,1,0.369468569755554,3,"100",1,150.021288131827,24.4169648992882,275.079828325678
"1902_12_TeamMI_TeamA3",105,1,0.490018784999847,3,"111",1,178.474713024188,23.5452295124492,317.84474180447
"1902_12_TeamMI_TeamA3",105,1,0.325227826833725,3,"111",2,167.315917153469,22.9915836343078,343.833410315868
"1902_12_TeamMI_TeamA3",182,0,0.365962624549866,6,"100",1,127.996286790634,23.9553539990557,297.343410400478
"1902_12_TeamMI_TeamA3",186,1,0.370152115821838,6,"100",1,153.327761137496,23.9553539990557,126.207979061037
"1902_12_TeamMI_TeamA3",232,1,0.504253149032593,7,"100",1,150.056111050035,22.9915836343078,258.728855708875
"1902_13_TeamMD_TeamA2",12,0,0.430384814739227,1,"100",1,153.218082254871,23.8654312572598,198.833300330637
"1902_13_TeamMD_TeamA2",19,0,0.358482629060745,1,"010",2,162.751891768136,83.916574659537,301.980697952055
"1902_13_TeamMD_TeamA2",24,0,0.245128527283669,2,"100",1,156.357174110877,25.4774949379808,284.802580436203
"1902_13_TeamMD_TeamA2",36,1,0.496855616569519,2,"010",2,135.02303749998,16.9770384487801,274.451916963336
"1902_13_TeamMD_TeamA2",40,1,0.70581328868866,2,"010",2,115.881339329496,26.2281855296024,197.964423845927
"1902_13_TeamMD_TeamA2",118,0,0.182773143053055,4,"100",1,111.336202580835,16.9770384487801,185.623648336663
"1902_13_TeamMD_TeamA2",148,0,0.402871817350388,5,"100",1,148.657979732206,24.3950990717959,234.507312623949
"1902_13_TeamMD_TeamA2",166,0,0.126470908522606,5,"110",1,103.265984307337,26.6621783241271,138.800745357102
"1902_13_TeamMD_TeamA2",166,0,0.116445407271385,5,"110",2,92.615635349457,83.916574659537,222.374651264145
"1902_13_TeamMD_TeamA2",189,1,0.690099716186523,6,"110",1,172.016977240274,23.8654312572598,327.995742593996
"1902_13_TeamMD_TeamA2",189,1,0.543229460716248,6,"110",2,164.200562150016,26.6083973321176,313.621997265881
"1902_13_TeamMD_TeamA2",199,0,0.329603880643845,6,"100",1,124.310460463266,24.7387556622349,305.436149547378
"1902_13_TeamMD_TeamA2",290,0,0.71510773897171,9,"010",2,138.124534511576,24.3950990717959,262.105245308279
"1902_13_TeamMD_TeamA2",298,0,0.0792719945311546,9,"101",1,95.0884487528504,22.2635903526213,230.713909620742
"1902_13_TeamMD_TeamA2",302,0,0.430384814739227,9,"110",1,157.366476628202,24.2936082558043,201.475234965441
"1902_13_TeamMD_TeamA2",302,0,0.1935153901577,9,"110",2,156.933772897005,22.2635903526213,291.285192004417
"1902_13_TeamMK_TeamB",8,0,0.484806448221207,1,"100",1,119.958143012994,21.728594530765,174.430999691056
"1902_13_TeamMK_TeamB",20,0,0.332682013511658,1,"100",1,145.900506067792,23.0100547771701,178.291041608894
"1902_13_TeamMK_TeamB",23,0,0.129084840416908,1,"100",1,93.3611136086501,23.0100547771701,213.285295831405
"1902_13_TeamMK_TeamB",47,1,0.271553128957748,2,"100",1,154.111031706024,25.2484830633829,251.431159048564
"1902_13_TeamMK_TeamB",50,0,0.12100788205862,2,"101",1,95.6393322426578,25.880549788447,219.179062915127
"1902_13_TeamMK_TeamB",62,1,0.70296835899353,2,"011",2,140.885625537683,24.9345186294213,261.577989276946
"1902_13_TeamMK_TeamB",76,1,0.516245305538177,3,"100",1,150.988164615899,22.9966277576141,289.961110522527
"1902_13_TeamMK_TeamB",115,0,0.0713707357645035,4,"010",2,103.345627963328,23.3053565140412,232.131019890049
"1902_13_TeamMK_TeamB",127,0,0.0536317005753517,4,"111",1,96.5695810541902,23.576295389748,89.6856364716501
"1902_13_TeamMK_TeamB",127,1,0.788236618041992,4,"111",2,182.337720224547,21.728594530765,177.742711931854
